id1,nachname,vorname,titel,fach,stoffklasse,jahr,historische_einleitung_vorhanden,fokus_historischer_teil,anteil_historisch,vorkommende_epochen,wichtige_historische_personen_im_text,quellentypen,historie_stellenwert_skala
1903-DISS-SB,Studer,Bernhard,Über das amerikanische Colophonium,Pharmakognosie,Harze,1903,true,"Pharmakognosie-/Drogen‑/Materia‑medica‑Geschichte,Allgemeine Pharmaziegeschichte",0.15503875968992248,"Altertum,Mittelalter,Mitte 19. Jahrhundert","Pedanios Dioskurides,Alexander von Tralleis,Henri Braconnot,Edme-Jean Baptiste Bouillon-Lagrange,Joseph Louis Gay-Lussac,Louis Jacques Thénard,Jöns Jakob Berzelius,Justus von Liebig,Nicolas Théodore de Saussure,Andrew Ure,Antoine Alexandre Brutus Bussy,Louis René Le Canu,Otto Unverdorben,Johann Christian Poggendorff,Johann Bartholomäus Trommsdorff,Richard Maly,Julius Rudolph Theodor Vogel","Apothekeninventar,Historische Sekundärquellen,Jahresberichte,Wissenschaftliche Berichte,Fachzeitschriften,Dissertationen,Sitzungsberichte",3
1903-DISS-SM,Stępowski,Maryan,"Vergleichend - Anatomische Untersuchungen über die oberirdischen Vegetationsorgane der Burseraceae, Dipterocarpeae und Guttiferae mit besonderer Berücksichtigung der Sekretbehälter",Pharmakognosie,Sonstige,1903,true,Naturwissenschafts-/Disziplingeschichte,0.00819672131147541,"Mitte 19. Jahrhundert,Ende 19. Jahrhundert",Anton de Bary,"Wissenschaftliche Berichte,Jahresberichte,Lehrbücher",1
1903-DISS-WL,Weil,Leopold,Ueber den Gurjunbalsam,Pharmakognosie,Balsame,1903,true,Pharmakognosie-/Drogen‑/Materia‑medica‑Geschichte,0.1,Anfang 19. Jahrhundert,"William Francklin,Whitelaw Ainslie,William Brooke O’Shaughnessy,William Roxburgh,Daniel Hanbury","Fachliteratur,Notizen,Fachzeitschriften,Jahresberichte,Historische Sekundärquellen,botanisches Systematikwerk,Lehrbücher",2
1904-DISS-OG,Ottenberg,Günther,"Spektralanalytische, mit dem Quarz-Spektrographen vorgenommene Untersuchungen reiner und kapillaranalytisch abgetrennter gelber Farbstoffe mit besonderer Berücksichtigung pharmakognostisch wichtiger Körper.",Pharmakognosie,Sonstige,1904,true,Pharmazeutische Chemie-/Technologiegeschichte,0.07317073170731707,Gesamtes 19. Jahrhundert,"Jöns Jakob Berzelius,Edmond Frémy,Édouard Filhol,Henry Clifton Sorby,Heinrich Wackenroder,Theodor Hartig","Jahresberichte,Fachzeitschriften,Wissenschaftliche Berichte",2
1904-DISS-RL,Reutter,Louis,"Ueber Mastix, Caricari-Elemi und über verschiedene Gräberharze aus Karthago.",Pharmakognosie,Harze,1904,true,"Pharmakognosie-/Drogen‑/Materia‑medica‑Geschichte,Naturwissenschafts-/Disziplingeschichte",0.18666666666666668,"Mittelalter,Altertum,Gesamtes 19. Jahrhundert,Frühe Neuzeit","Theodoros Georgios Orphanides,Cristoforo Buondelmonti,Theophrastos von Eresos,Gaius Plinius Secundus Maior,Valerius Cordus,Johann Bartholomäus Trommsdorff,Edme-Jean Baptiste Bouillon-Lagrange,Johann Friedrich Gmelin","Fachliteratur,Fachzeitschriften,Historische Wissensliteratur,Wissenschaftliche Berichte,Jahrbücher,Lehrbücher,Enzyklopädie,Kommentar Pharmaokopöe,Jahresberichte",2
1905-DISS-CU,Cristofoletti,Ugo,Studien über Rheum rhaponticum.,Pharmakognosie,Anthrachinon-Drogen,1905,true,Pharmakognosie-/Drogen‑/Materia‑medica‑Geschichte,0.1111111111111111,"Altertum,Frühe Neuzeit,Mittelalter","Joseph Pitton de Tournefort,Jan Commelin,Pedanios Dioskurides,Gaius Plinius Secundus Maior,Ammianus Marcellinus,Scribonius Largus,Aulus Cornelius Celsus,Marcus Licinius Crassus,Prospero Alpini,Kurt Sprengel,Yuhanna ibn Masawaih,Augustin Pyrame de Candolle,Caspar Neumann,Carl von Linné","Historische Sekundärquellen,Historische Wissensliteratur,Fachzeitschriften,Kommentar Pharmaokopöe,Fachliteratur",3
1905-DISS-HR,Hoffbauer,Richard,Beiträge zur Kenntnis der Aloe.,Pharmakognosie,Anthrachinon-Drogen,1905,true,"Pharmakognosie-/Drogen‑/Materia‑medica‑Geschichte,Allgemeine Pharmaziegeschichte",0.375,"Altertum,Gesamtes 19. Jahrhundert","Aulus Cornelius Celsus,Gaius Plinius Secundus Maior,Scribonius Largus,Pedanios Dioskurides,Galenos von Pergamon,Claude-Joseph Geoffroy,Johann Friedrich Cartheuser,Caspar Neumann,Johann Bartholomäus Trommsdorff,Henri Braconnot,Christoph Heinrich Pfaff,Edme-Jean Baptiste Bouillon-Lagrange,Jonathan Pereira","Religiöse Schriften,Historische Sekundärquellen,Historische Wissensliteratur,Dissertationen,Fachzeitschriften,Fachliteratur,Jahresberichte,Jahrbücher",2
1905-DISS-PW,Paul,Walter,Studien über das Euphorbium.,Pharmakognosie,Gummiharze,1905,true,Pharmakognosie-/Drogen‑/Materia‑medica‑Geschichte,0.3,"Altertum,Frühe Neuzeit,Mittelalter","Pedanios Dioskurides,Gaius Plinius Secundus Maior,Scribonius Largus,Rufus von Ephesos,Galenos von Pergamon,Oreibasios,Flavius Aëtius,Alexander von Tralleis,Paulos von Aigina,Yuhanna ibn Masawaih,Jacobus Sylvius,Johannes Manardus,Avicenna,Abu Muhammad ibn al-Baitar,Michael Bernhard Valentini,Johann Friedrich Cartheuser,Caspar Neumann,Henri Braconnot","Historische Wissensliteratur,Historische Sekundärquellen,Handbuch,Lehrbücher,Fachzeitschriften,Jahresberichte",3
1906-DISS-BW,Bergmann,Wilhelm,Über die Heerabol-Myrrha,Pharmakognosie,Gummiharze,1906,true,Pharmakognosie-/Drogen‑/Materia‑medica‑Geschichte,0.15873015873015872,"Frühe Neuzeit,Gesamtes 19. Jahrhundert","Caspar Neumann,Johann Friedrich Cartheuser,Christoph Heinrich Pfaff,Christian Gottfried Daniel Nees von Esenbeck,Henry Trimen,Daniel Hanbury","Historische Wissensliteratur,Historische Sekundärquellen,Fachzeitschriften,Sitzungsberichte",2
1906-DISS-SA,Stevens,Alviso B.,Contribution to the Knowledge of Japanese Lac (Ki-urushi),Pharmakognosie,Harze,1906,true,Pharmakognosie-/Drogen‑/Materia‑medica‑Geschichte,0.017241379310344827,"Altertum,Ende 19. Jahrhundert",Emperor Kōtoku,Historische Sekundärquellen,1
1906-DISS-SH,Schulz,Hubert,"Über den Harzbalsam von Pinus halepensis und ""Die Harzmäntel von Sarkokaulon"".",Pharmakognosie,Balsame,1906,true,Pharmakognosie-/Drogen‑/Materia‑medica‑Geschichte,0.014285714285714285,Altertum,Theophrastos von Eresos,,1
1906-DISS-WM,Wolff,Max,Studien über das Sandarakharz.,Pharmakognosie,Harze,1906,true,Pharmakognosie-/Drogen‑/Materia‑medica‑Geschichte,0.25316455696202533,"Altertum,Mittelalter,Frühe Neuzeit,Anfang 19. Jahrhundert","Gaius Plinius Secundus Maior,Theophrastos von Eresos,Pedanios Dioskurides,Galenos von Pergamon,Paulos von Aigina,Jean Ruel,Aristoteles,Strabon,Abu Muhammad ibn al-Baitar,Abu Mansur Muwaffaq,Ishaq ibn Imran,Avicenna,Serapion,Theophilus,Matthaeus Platearius,Tabernaemontanus,Michael Bernhard Valentini,Johann Friedrich Cartheuser,Johan Andreas Murray,Christoph Heinrich Pfaff,Theodor Wilhelm Christian Martius,Carl von Linné,Jöns Jakob Berzelius,Otto Unverdorben,Walther Hermann Ryff","Historische Wissensliteratur,Historische Sekundärquellen,Kräuterbuch,Wörterbuch,Apothekeninventar,Arzneibuch,Handbuch,Fachzeitschriften",3
1907-DISS-AB,Augustin,Béla,Historisch-kritische und anatomisch-entwicklungsgeschichtliche Untersuchungen über den Paprika.,Botanik,Gewürze und Genussmittel,1907,true,Sonstiges / nicht eindeutig historisch,0.15853658536585366,"Mittelalter,Frühe Neuzeit,Gesamtes 19. Jahrhundert","Christoph Kolumbus,Gaius Plinius Secundus Maior,William Roxburgh,Theodor Hartig,William Dymock","Reiseberichte,Historische Wissensliteratur",3
1907-DISS-CK,Cederberg,Knut Hilmer,Untersuchungen über Glycyrrhizin und andere Bestandteile im Süssholz.,Pharmakognosie,Gewürze und Genussmittel,1907,true,Pharmakognosie-/Drogen‑/Materia‑medica‑Geschichte,0.023809523809523808,"Altertum,Mittelalter,Frühe Neuzeit,Gesamtes 19. Jahrhundert","Theophrastos von Eresos,Christoph Heinrich Pfaff,Jöns Jakob Berzelius",,1
1907-DISS-EJ,Edner,Johann Adol,Über den englischen und französischen Rhabarber und eine Methode der Wertbestimmung des Rhabarber,Pharmakognosie,Anthrachinon-Drogen,1907,true,"Pharmakognosie-/Drogen‑/Materia‑medica‑Geschichte,Sonstiges / nicht eindeutig historisch",0.06944444444444445,"Altertum,Frühe Neuzeit,Frühmittelalter","Shennong,Pedanios Dioskurides,Gaius Plinius Secundus Maior,Joseph Pitton de Tournefort,Alexander von Tralleis,Kurt Sprengel,Carl Ritter,Marco Polo,Abraham Kaau-Boerhaave,Carl von Linné,Katharina II.","Historische Sekundärquellen,Handbuch,Historische Wissensliteratur,Fachzeitschriften,Wissenschaftliche Berichte",2
1907-DISS-HH,Haller,Hans,"Ueber die Beziehungen zwischen Säurezahl, Verseifungszahl, Jodzahl und Petrolätherlöslichkeit beim Kolophonium und der Abietinsäure, wenn dieselben geschmolzen oder der Einwirkung von verschiedenen Gasen ausgesetzt werden.",Pharmakochemie,Sonstige,1907,true,"Naturwissenschafts-/Disziplingeschichte,Pharmazeutische Chemie-/Technologiegeschichte",0.05333333333333334,Übergang 19. Jahrhundert,"Henri Braconnot,Joseph Louis Gay-Lussac,Louis Jacques Thénard,Johann Bartholomäus Trommsdorff,Justus von Liebig",Fachzeitschriften,1
1907-DISS-LK,Leuchtenberger,Karl,Über ein falsches Euphorbium und das Harz von Pinus Jeffreyi Murr.,Pharmakognosie,Gummiharze,1907,true,Pharmakognosie-/Drogen‑/Materia‑medica‑Geschichte,0.09876543209876543,"Altertum,Gesamtes 19. Jahrhundert,Frühe Neuzeit","Pedanios Dioskurides,Gaius Plinius Secundus Maior,Caspar Neumann,Henri Braconnot,Pierre-Joseph Pelletier,Abu Muhammad ibn al-Baitar","Historische Wissensliteratur,Wissenschaftliche Berichte,Fachzeitschriften,Fachliteratur,Jahresberichte",2
1907-DISS-SJ,Speyer,Julius,Beiträge zur Entwicklungsgeschichte der Rinde pharmakognostisch interessanter Pflanze.,Pharmakognosie,Sonstige,1907,true,Naturwissenschafts-/Disziplingeschichte,0.03614457831325301,Mitte 19. Jahrhundert,Matthias Jacob Schleiden,"Fachliteratur,Wissenschaftliche Berichte,Sitzungsberichte,Jahrbücher",1
1907-DISS-ZW,Zieser,Waldemar,Beiträge zur Kenntnis des Kautschuks und der Guttapercha.,Pharmakognosie,Gummi,1907,true,Pharmakognosie-/Drogen‑/Materia‑medica‑Geschichte,0.02631578947368421,"Mittelalter,Frühe Neuzeit,Anfang 19. Jahrhundert,Mitte 19. Jahrhundert","Antonio de Herrera y Tordesillas,Christoph Kolumbus,Charles Marie de La Condamine,William Roxburgh,Charles Goodyear",,1
1908-DISS_PJ,Pool,Jacobus Frédéric Amédée,Vergleichend-pharmakochemische Untersuchung der Rinden von Rhamnus Frangula L. und Rhamnus Purshiana DC,Pharmakochemie,Anthrachinon-Drogen,1908,true,"Pharmakognosie-/Drogen‑/Materia‑medica‑Geschichte,Pharmazeutische Chemie-/Technologiegeschichte",0.07017543859649122,"Altertum,Frühe Neuzeit","Hippokrates von Kos,Theophrastos von Eresos,Pedanios Dioskurides,Gaius Plinius Secundus Maior,Galenos von Pergamon,Pietro Andrea Mattioli,Rembert Dodoens","Fachzeitschriften,Jahresberichte,Dissertationen",2
1908-DISS-RE,Rosenberg-Hein,Edgar,Über die Pektinmetamorphose,Botanik,Sonstige,1908,true,Naturwissenschafts-/Disziplingeschichte,0.14583333333333334,Gesamtes 19. Jahrhundert,"Anselme Payen,Henri Braconnot,Louis-Nicolas Vauquelin,Matthias Jacob Schleiden,Edmond Frémy,Julius Rudolph Theodor Vogel","Fachzeitschriften,Sitzungsberichte,Wissenschaftliche Berichte,Fachliteratur,Jahresberichte",1
1909-DISS-EA,Engel,Abraham,Über den Congo-Copal und über den Benguela-Copal (Weiss) Beitrag zur Kenntnis der Westafrikanische Copale,Pharmakognosie,Harze,1909,true,Pharmakognosie-/Drogen‑/Materia‑medica‑Geschichte,0.017543859649122806,Mitte 19. Jahrhundert,"Jöns Jakob Berzelius,Édouard Filhol,Johann Friedrich Gmelin","Jahresberichte,Fachzeitschriften,Handbuch",1
1909-DISS-WD,Wester,Dirk Hendrik,Studien über das Chitin.,Pharmakognosie,Gerüststoffe,1909,true,Pharmakognosie-/Drogen‑/Materia‑medica‑Geschichte,0.20930232558139536,Gesamtes 19. Jahrhundert,"Edmond Frémy,Eugène-Melchior Péligot,Anselme Payen","Fachzeitschriften,Historische Sekundärquellen,Wissenschaftliche Berichte",1
1910-DISS-GA,Grutterink,Alide,Beiträge zur mikrochemischen Analyse einiger Alkaloide und Drogen mit besonderer Berücksichtigung der Methoden von H. Behrens,Pharmakognosie,Sonstige,1910,true,Naturwissenschafts-/Disziplingeschichte,0.02654867256637168,Gesamtes 19. Jahrhundert,Theodor Hartig,"Fachzeitschriften,Sitzungsberichte,Wissenschaftliche Berichte",1
1911-DISS-BH,Bromberger,Hersch,Pharmakochemische Untersuchungen über die Rinde von Rhamnus cathartica.,Pharmakognosie,Anthrachinon-Drogen,1911,true,Pharmakognosie-/Drogen‑/Materia‑medica‑Geschichte,0.022222222222222223,"Frühe Neuzeit,Mitte 19. Jahrhundert","Valerius Cordus,Hieronymus Bock",,1
1911-DISS-KA,Kubik,August,Über die Umbildung des Blütenstils zum Fruchtstil,Botanik,Sonstige,1911,true,Naturwissenschafts-/Disziplingeschichte,0.016260162601626018,Mitte 19. Jahrhundert,Simon Schwendener,Fachliteratur,1
1911-DISS-KM,Kahan,Mark,Über den Akkrakopal und über den Beninkopal. Beitrag zur Kenntnis der westafrikanischen Kopale,Pharmakognosie,Harze,1911,true,Pharmakognosie-/Drogen‑/Materia‑medica‑Geschichte,0.013888888888888888,"Frühe Neuzeit,Altertum",Theodor Wilhelm Christian Martius,Historische Sekundärquellen,1
1912-DISS-EE,Emmanuel,Emmanuel J.,Über das kretische Ladanum und über den Harzbalsam von Abies cephalonica,Pharmakognosie,Balsame,1912,true,Pharmakognosie-/Drogen‑/Materia‑medica‑Geschichte,0.14285714285714285,"Altertum,Mittelalter,Frühgeschichte,Frühmittelalter,Frühe Neuzeit","Martin Luther,Herodot,Hippokrates von Kos,Eupolis,Mnesinus,Theophrastos von Eresos,Mnesinus,Hesychius,Pedanios Dioskurides,Gaius Plinius Secundus Maior,Galenos von Pergamon,Rufus von Ephesos,Magister Salernus,Valerius Cordus,Moyse Charas,Platearius,Nikolaus von Salerno,Matthaeus Platearius,Abu Mansur Muwaffaq,Yuhanna ibn Masawaih,Rhazes,Arnaud de Villeneuve,Johann Tallat von Vochenberg,Walther Hermann Ryff,Constantinus Africanus,Abu Mohammed Abdallah ben Ahmed,Johannes Actuarius,Aulus Cornelius Celsus,Oreibasios,Aëtios von Amida,Alexander von Tralleis,Paulos von Aigina,Serapion,Nicolaus Myrepsus,Otho Cremonensis,Otto Brunfels,Tabernaemontanus,Ippolito Ceccarelli,Claude-Joseph Geoffroy,Charles de l’Écluse","Religiöse Schriften,Historische Wissensliteratur,Historische Sekundärquellen,Pharmakopöe,Inschrift,Fachzeitschriften,Warenlexikon,Biographisches Lexikon,Arzneibuch,Kräuterbuch,Handbuch,Drogenlexikon",3
1913-DISS-RM,Ruszkowski,Mieczyslaw,Über einen neuen Rhabarber vom Altai,Pharmakognosie,Anthrachinon-Drogen,1913,true,"Pharmakognosie-/Drogen‑/Materia‑medica‑Geschichte,Sonstiges / nicht eindeutig historisch,Medizingeschichte allgemein",0.17777777777777778,"Altertum,Frühgeschichte,Frühe Neuzeit,Mittelalter,Gesamtes 19. Jahrhundert","Shennong,Pedanios Dioskurides,Gaius Plinius Secundus Maior,Ammianus Marcellinus,Jan Commelin,Scribonius Largus,Aulus Cornelius Celsus,Kurt Sprengel,Benedikt von Mailand,Crispus,Isidor von Sevilla,Avicenna,Marco Polo,Odorich von Portenau,Carl von Linné,Abraham Kaau-Boerhaave,Katharina II.,Jonathan Pereira,Henri Ernest Baillon","Historische Sekundärquellen,Historische Wissensliteratur,Katalog,Reiseberichte,Fachzeitschriften,botanisches Systematikwerk,Wissenschaftliche Berichte",3
1913-DISS-VK,Vértes,Karl,Anatomisch-entwicklungsgeschichtliche Untersuchungen über einige nutzbare Früchte und deren Samen.,Pharmakognosie,Sonstige,1913,true,Naturwissenschafts-/Disziplingeschichte,0.011111111111111112,Gesamtes 19. Jahrhundert,"Matthias Jacob Schleiden,Julius Rudolph Theodor Vogel","Fachzeitschriften,Wissenschaftliche Berichte,Fachliteratur,Handbuch",1
1915-DISS-DC,De Jong,Cornelis,Studien über den Bernstein.,Pharmakochemie,Harze,1915,true,Naturwissenschafts-/Disziplingeschichte,0.07272727272727272,"Frühe Neuzeit,Anfang 19. Jahrhundert,Ende 19. Jahrhundert","Georgius Agricola,Johann Heinrich Pott,Jöns Jakob Berzelius","Wissenschaftliche Berichte,Historische Sekundärquellen,Monographien,Fachzeitschriften,Jahresberichte",1
1915-DISS-GW,Gurnik,Walter,Beiträge zur Kenntnis der Kernholzbildung,Botanik,Sonstige,1915,true,"Pharmakognosie-/Drogen‑/Materia‑medica‑Geschichte,Naturwissenschafts-/Disziplingeschichte",0.15789473684210525,Mitte 19. Jahrhundert,Theodor Hartig,"Wissenschaftliche Berichte,Fachzeitschriften,Sitzungsberichte",1
1916-DISS-HF,Hebeisen,Fritz,"Vergleichende Untersuchungen über die Wertbestimmungsmethoden der Drogen durchgeführt an Cortex Cinchonae, Semen Arecae und den Anthrachinondrogen",Pharmakognosie,Alkaloide und Glykoside,1916,true,Pharmakognosie-/Drogen‑/Materia‑medica‑Geschichte,0.041916167664670656,"Frühe Neuzeit,Übergang 19. Jahrhundert,Anfang 19. Jahrhundert,Mitte 19. Jahrhundert","Claude-Toussaint Marot de La Garaye,Louis-Nicolas Vauquelin,Justus von Liebig,Antoine François de Fourcroy,Nicolas Deyeux,Pierre-Joseph Pelletier,Joseph Bienaimé Caventou,Georg Marggraf",Monographien,2
1917-DISS-SG,Schklowsky,Gregoir,Beitrag zur Kenntnis der Banda-Macis,Pharmakognosie,Gewürze und Genussmittel,1917,true,Naturwissenschafts-/Disziplingeschichte,0.034482758620689655,Ende 19. Jahrhundert,William Dymock,"Handbuch,Fachzeitschriften,Jahresberichte,Wissenschaftliche Berichte",1
1921-DISS-LH,Leemann,Hans Werner,Studien über die Tela conductrix offizineller Pflanzen,Pharmakognosie,Sonstige,1921,true,Pharmakognosie-/Drogen‑/Materia‑medica‑Geschichte,0.05454545454545454,"Frühe Neuzeit,Gesamtes 19. Jahrhundert","Rudolf Jacob Camerarius,Samuel Morland,Sébastien Vaillant,Wilhelm Friedrich von Gleichen-Rußwurm,Johann Hedwig,Giovanni Battista Amici,Charles Darwin,Matthias Jacob Schleiden","Historische Wissensliteratur,Jahresberichte,Fachzeitschriften,Wissenschaftliche Berichte",2
1922-DISS-HE,Hermann,Einar Sverre,Ueber den Gedanit,Pharmakognosie,Harze,1922,true,Naturwissenschafts-/Disziplingeschichte,0.10810810810810811,"Altertum,Gesamtes 19. Jahrhundert","Aristoteles,Gaius Plinius Secundus Maior,Tacitus,Carl von Linné,Georges-Louis Leclerc de Buffon",,2
1923-DISS-DM,Dittmar,Moritz,Beiträge zur vergleichenden Chemie der Phlobaphene,Pharmakognosie,Systematische Gruppen,1923,true,Pharmakognosie-/Drogen‑/Materia‑medica‑Geschichte,0.020833333333333332,Gesamtes 19. Jahrhundert,,,1
1923-DISS-LF,Lüdy,Fritz,Studien über den Stocklack,Pharmakognosie,Harze,1923,true,Pharmakognosie-/Drogen‑/Materia‑medica‑Geschichte,0.09523809523809523,"Gesamtes 19. Jahrhundert,Anfang 19. Jahrhundert","Guy Tachard,Christian Gottfried Daniel Nees von Esenbeck","Fachzeitschriften,Wissenschaftliche Berichte,Jahrbücher",1
1924-DISS-LB,Leiner,Bruno,Untersuchungen über das Ölplasma und die Oleoplasten,Pharmakognosie,Sonstige,1924,true,Pharmakognosie-/Drogen‑/Materia‑medica‑Geschichte,0.02666666666666667,Gesamtes 19. Jahrhundert,Theodor Hartig,"Jahrbücher,Wissenschaftliche Berichte,Fachzeitschriften",1
1925-DISS-SH,Schaefer,Hugo,Beitrag zur Kenntnis des Stocklacks,Pharmakognosie,Harze,1925,true,Pharmakognosie-/Drogen‑/Materia‑medica‑Geschichte,0.125,"Frühe Neuzeit,Gesamtes 19. Jahrhundert","Guy Tachard,Otto Unverdorben","Wissenschaftliche Berichte,Handbuch,Jahresberichte,Dissertationen",1
1927-DISS-BA,Bolin,Artur A.,Ueber die Autoxydation des französischen Terpentinöls,Pharmakognosie,Balsame,1927,true,Naturwissenschafts-/Disziplingeschichte,0.19230769230769232,Gesamtes 19. Jahrhundert,,Fachzeitschriften,1
1927-DISS-FG,Friedländer,Günther,Entwicklungsgeschichtliche Untersuchungen im Gebiete der Pharmakoanatomie und Pharmakochemie.,"Pharmakoanatomie,Pharmakochemie",Sonstige,1927,true,Allgemeine Pharmaziegeschichte,0.020833333333333332,"Altertum,Gesamtes 19. Jahrhundert,Frühe Neuzeit","Theophrastos von Eresos,Carl von Linné,Henri Ernest Baillon,Carl Christoph Göbel","Historische Sekundärquellen,Handbuch,Historische Wissensliteratur",1
1927-DISS-GH,Gfeller,Hans,Über das Leichenwachs,Sonstiges,Sonstige,1927,true,Medizingeschichte allgemein,0.11363636363636363,Frühe Neuzeit,"Robert Boyle,Frederik Ruysch,Antoine François de Fourcroy,Michel-Augustin Thouret,Eugène Chevreul","Jahresberichte,Historische Sekundärquellen,Fachzeitschriften,Wissenschaftliche Berichte",2
1927-DISS-RH,Rosenthal,Hermann,Beiträge zur Kenntnis des Perubalsams,Pharmakognosie,Balsame,1927,true,Pharmakognosie-/Drogen‑/Materia‑medica‑Geschichte,0.14,"Mittelalter,Frühe Neuzeit,Gesamtes 19. Jahrhundert","Nicolás Monardes,Diego García de Palacios,Pius V,Pierre Pomet,Nikolaus Joseph von Jacquin,Carl von Linné,Jonathan Pereira,Daniel Hanbury,Edme-Jean Baptiste Bouillon-Lagrange,Émile Plantamour,Jean-Baptiste Dumas,Eugène-Melchior Péligot,Edmond Frémy,Jöns Jakob Berzelius","Historische Wissensliteratur,Reiseberichte,Historische Sekundärquellen",2
1929-DISS-SL,Schmitz,Leo,Pharmakochemische Wertbestimmung der persisch-afghanischen Gummiharze,Pharmakognosie,Gummiharze,1929,true,Pharmakognosie-/Drogen‑/Materia‑medica‑Geschichte,0.07317073170731707,"Gesamtes 19. Jahrhundert,Frühe Neuzeit","Pierre-Joseph Pelletier,Caspar Neumann,Henri Braconnot","Fachzeitschriften,Handwörterbuch,Fachliteratur",1
1929-DISS-SO,Steenseth,Ove Andreas,"Zur Kenntnis der Autoxydation bei Kolophonium, Mastix und Sandarak",Pharmakognosie,Harze,1929,true,Pharmakognosie-/Drogen‑/Materia‑medica‑Geschichte,0.041666666666666664,"Altertum,Gesamtes 19. Jahrhundert","Pedanios Dioskurides,Henri Braconnot,Otto Unverdorben,Johann Bartholomäus Trommsdorff,Jean-Baptiste Dumas,Richard Maly,Justus von Liebig","Fachzeitschriften,Jahresberichte,Fachliteratur",2
1930-DISS-NN,Neruda,Nándor,Beiträge zur Kenntnis des Tolubalsams,Pharmakognosie,Balsame,1930,true,Pharmakognosie-/Drogen‑/Materia‑medica‑Geschichte,0.02,"Frühe Neuzeit,Ende 19. Jahrhundert,Anfang 20.. Jahrhundert","Nicolás Monardes,Charles de l’Écluse,Caspar Bauhin,Philip Miller,Carl von Linné,Karl Sigismund Kunth,Kurt Sprengel,Henri Ernest Baillon","Historische Sekundärquellen,Taxen,Handbuch",1
1931-DISS-SR,Scholze,Robert,Die anatomische Analyse von Drogen mit Hilfe des Schulzeschen Mazerationsgemisches,Pharmakognosie,Sonstige,1931,true,"Pharmakognosie-/Drogen‑/Materia‑medica‑Geschichte,Pharmazeutische Chemie-/Technologiegeschichte",0.011494252873563218,Mitte 19. Jahrhundert,,,1
1932-DISS-KP,Kämpf,Paul,Versuche zur Normung der Drogen und zur Aufdeckung von Verfälschungen besonders mit Hilfe der Kapillaranalyse der Analysen-Quarzlampe und der Kupferazetat-Reaktion,Pharmakognosie,Sonstige,1932,true,"Pharmakognosie-/Drogen‑/Materia‑medica‑Geschichte,Allgemeine Pharmaziegeschichte",0.10204081632653061,"Altertum,Mittelalter,Frühe Neuzeit","Gaius Plinius Secundus Maior,Aulus Cornelius Celsus,Pedanios Dioskurides,Galenos von Pergamon,Gilles de Corbeil,Johann Geiler von Kaysersberg,Herophilos von Chalkedon,Mantias,Amenophis III.,Yuhanna ibn Masawaih,Nicolaus Praepositus,Valerius Cordus,Jacobus Sylvius","Historische Sekundärquellen,Historische Akten,Handbuch,Fachzeitschriften,Historische Wissensliteratur",3
